Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.21 [1.15-1.28],3.604e-06,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.21 [1.15-1.27],3.107e-07,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.20 [1.14-1.26],2.561e-06,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.19 [1.13-1.25],7.082e-06,***,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA%,1.17 [1.11-1.24],0.009,**,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,1.16 [1.10-1.23],0.024,*,Phospholipids to Total-Lipids in Medium HDL percentage
IDL-PL%,1.15 [1.09-1.21],0.039,*,Phospholipids to Total-Lipids in IDL percentage
L-LDL-FC%,0.87 [0.83-0.92],0.034,*,Free Cholesterol to Total-Lipids in Large LDL percentage
LDL-C,0.87 [0.82-0.91],0.026,*,LDL Cholesterol
IDL-C,0.87 [0.82-0.91],0.039,*,Cholesterol in IDL
S-LDL-FC,0.87 [0.82-0.91],0.026,*,Free Cholesterol in Small LDL
L-LDL-C,0.87 [0.82-0.91],0.019,*,Cholesterol in Large LDL
Clinical LDL-C,0.86 [0.82-0.91],0.006,**,Clinical LDL Cholesterol
XL-HDL-CE%,0.86 [0.82-0.91],0.006,**,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-LDL-FC,0.86 [0.82-0.91],0.021,*,Free Cholesterol in Medium LDL
XS-VLDL-C%,0.86 [0.82-0.91],0.004,**,Cholesterol to Total-Lipids in Very Small VLDL percentage
S-VLDL-PL%,0.86 [0.82-0.91],0.011,*,Phospholipids to Total-Lipids in Small VLDL percentage
XS-VLDL-CE%,0.86 [0.82-0.91],0.003,**,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-VLDL-FC%,0.86 [0.82-0.91],0.005,**,Free Cholesterol to Total-Lipids in Small VLDL percentage
Total-C,0.86 [0.82-0.91],0.006,**,Total-Cholesterol
LDL-FC,0.86 [0.81-0.90],0.004,**,Free Cholesterol in LDL
L-LDL-FC,0.86 [0.81-0.91],0.005,**,Free Cholesterol in Large LDL
M-HDL-FC%,0.86 [0.81-0.91],0.048,*,Free Cholesterol to Total-Lipids in Medium HDL percentage
Total-CE,0.86 [0.81-0.90],0.002,**,Total-Esterified Cholesterol
S-LDL-C%,0.85 [0.81-0.89],5.530e-05,***,Cholesterol to Total-Lipids in Small LDL percentage
IDL-CE%,0.85 [0.81-0.89],1.011e-05,***,Cholesteryl Esters to Total-Lipids in IDL percentage
M-LDL-C%,0.84 [0.80-0.88],2.191e-07,***,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-C%,0.84 [0.80-0.88],1.106e-07,***,Cholesterol to Total-Lipids in IDL percentage
L-LDL-C%,0.83 [0.79-0.87],5.622e-08,***,Cholesterol to Total-Lipids in Large LDL percentage
