Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,1.11 [0.93-1.32],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Gly,1.07 [0.88-1.32],1.000,,Glycine
M-LDL-FC%,1.01 [0.85-1.20],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-CE,1.01 [0.85-1.20],1.000,,Cholesteryl Esters in VLDL
ApoA1,1.00 [0.82-1.21],1.000,,Apolipoprotein A1
HDL-CE,1.00 [0.81-1.23],1.000,,Cholesteryl Esters in HDL
VLDL-C,1.00 [0.84-1.19],1.000,,VLDL Cholesterol
Total-C,0.95 [0.79-1.13],1.000,,Total-Cholesterol
M-LDL-PL%,0.94 [0.78-1.12],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
LDL-CE,0.92 [0.78-1.10],1.000,,Cholesteryl Esters in LDL
