Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB/ApoA1,1.06 [1.01-1.12],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Ile,1.05 [1.00-1.11],1.000,,Isoleucine
Phe,1.04 [0.99-1.09],1.000,,Phenylalanine
M-LDL-PL%,1.03 [0.98-1.08],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Total-BCAA,1.00 [0.95-1.06],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
LDL-FC,0.98 [0.93-1.04],1.000,,Free Cholesterol in LDL
M-LDL-FC%,0.96 [0.90-1.02],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Creatinine,0.94 [0.88-1.01],1.000,,Creatinine
HDL-FC,0.93 [0.88-0.98],1.000,,Free Cholesterol in HDL
Acetone,0.87 [0.82-0.92],0.621,,Acetone
