Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.65 [1.54-1.76],5.616e-44,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.64 [1.54-1.75],2.668e-46,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-PL%,1.58 [1.47-1.70],4.875e-28,***,Phospholipids to Total-Lipids in Small HDL percentage
IDL-PL%,1.52 [1.42-1.63],2.174e-25,***,Phospholipids to Total-Lipids in IDL percentage
IDL-TG%,1.50 [1.40-1.60],2.517e-26,***,Triglycerides to Total-Lipids in IDL percentage
Tyr,1.46 [1.37-1.56],6.398e-27,***,Tyrosine
XL-HDL-PL%,1.44 [1.31-1.58],4.316e-09,***,Phospholipids to Total-Lipids in Very Large HDL percentage
XS-VLDL-PL%,1.43 [1.33-1.54],4.859e-16,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.40 [1.31-1.50],2.023e-17,***,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-TG,1.40 [1.31-1.49],4.909e-19,***,Triglycerides in Large HDL
M-HDL-TG%,1.39 [1.29-1.50],1.160e-11,***,Triglycerides to Total-Lipids in Medium HDL percentage
S-HDL-TG%,1.38 [1.28-1.49],3.278e-11,***,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-PL%,1.37 [1.27-1.47],6.172e-12,***,Phospholipids to Total-Lipids in Medium HDL percentage
HDL-size,1.36 [1.26-1.48],1.353e-08,***,Average Diameter for HDL Particles
L-VLDL-PL%,1.32 [1.20-1.45],0.002,**,Phospholipids to Total-Lipids in Large VLDL percentage
XL-HDL-PL,1.31 [1.21-1.42],3.892e-06,***,Phospholipids in Very Large HDL
XL-HDL-FC,1.26 [1.17-1.36],0.001,**,Free Cholesterol in Very Large HDL
SFA%,1.25 [1.17-1.34],1.014e-04,***,Saturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-L,1.25 [1.15-1.35],0.020,*,Total-Lipids in Very Large HDL
L-HDL-TG%,1.24 [1.16-1.34],0.002,**,Triglycerides to Total-Lipids in Large HDL percentage
IDL-TG,1.24 [1.16-1.32],1.192e-05,***,Triglycerides in IDL
HDL-TG,1.24 [1.16-1.33],3.760e-05,***,Triglycerides in HDL
M-HDL-TG,1.24 [1.16-1.32],1.245e-04,***,Triglycerides in Medium HDL
XL-HDL-TG,1.23 [1.16-1.32],2.117e-05,***,Triglycerides in Very Large HDL
Citrate,1.23 [1.15-1.33],0.007,**,Citrate
Omega-6/Omega-3,1.23 [1.15-1.32],0.004,**,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XS-VLDL-TG,1.22 [1.14-1.30],9.412e-04,***,Triglycerides in Very Small VLDL
Phe,1.21 [1.13-1.29],0.012,*,Phenylalanine
L-HDL-C%,0.84 [0.79-0.89],0.013,*,Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-FC%,0.83 [0.78-0.89],0.016,*,Free Cholesterol to Total-Lipids in Medium LDL percentage
IDL-P,0.82 [0.77-0.89],0.043,*,Concentration of IDL Particles
XS-VLDL-C%,0.82 [0.77-0.88],9.938e-04,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-CE%,0.82 [0.77-0.87],2.851e-05,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
XS-VLDL-CE%,0.82 [0.77-0.87],5.423e-04,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
LA%,0.82 [0.76-0.88],0.006,**,Linoleic Acid to Total-Fatty Acids percentage
Total-PL,0.82 [0.76-0.88],0.011,*,Total-Phospholipids in Lipoprotein Particles
IDL-L,0.81 [0.76-0.87],0.002,**,Total-Lipids in IDL
PUFA/MUFA,0.81 [0.75-0.88],0.014,*,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-VLDL-TG,0.81 [0.75-0.88],0.023,*,Triglycerides in Large VLDL
M-VLDL-TG,0.81 [0.75-0.87],0.012,*,Triglycerides in Medium VLDL
L-LDL-FC%,0.81 [0.76-0.86],2.730e-05,***,Free Cholesterol to Total-Lipids in Large LDL percentage
Remnant-C,0.81 [0.75-0.86],2.888e-04,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
S-VLDL-FC,0.80 [0.75-0.86],9.267e-04,***,Free Cholesterol in Small VLDL
PUFA%,0.80 [0.75-0.86],2.213e-05,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-FC,0.80 [0.74-0.86],4.112e-04,***,Free Cholesterol in IDL
S-LDL-FC%,0.80 [0.75-0.85],9.852e-09,***,Free Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-CE%,0.79 [0.74-0.85],2.499e-05,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-VLDL-PL,0.79 [0.73-0.84],2.262e-05,***,Phospholipids in Medium VLDL
Total-L,0.78 [0.73-0.84],9.392e-07,***,Total-Lipids in Lipoprotein Particles
L-VLDL-TG%,0.78 [0.73-0.84],8.880e-08,***,Triglycerides to Total-Lipids in Large VLDL percentage
