Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.06 [1.03-1.10],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-PL%,1.02 [0.99-1.05],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-LDL-PL%,1.01 [0.98-1.04],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-HDL-TG%,1.01 [0.98-1.04],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
L-VLDL-PL%,1.01 [0.98-1.04],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
Remnant-C,0.96 [0.93-0.98],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.95 [0.92-0.98],1.000,,Total-Cholesterol Minus HDL-C
PUFA,0.93 [0.90-0.96],0.664,,Polyunsaturated Fatty Acids
Unsaturation,0.93 [0.90-0.96],0.887,,Degree of Unsaturation
S-LDL-C%,0.93 [0.90-0.95],0.040,*,Cholesterol to Total-Lipids in Small LDL percentage
