Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.07 [0.90-1.27],1.000,,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.04 [0.88-1.23],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-CE%,1.02 [0.85-1.23],1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-TG%,1.02 [0.86-1.22],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
L-HDL-C%,1.01 [0.84-1.21],1.000,,Cholesterol to Total-Lipids in Large HDL percentage
VLDL-C,0.98 [0.84-1.16],1.000,,VLDL Cholesterol
M-LDL-FC%,0.98 [0.83-1.17],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-CE,0.93 [0.77-1.13],1.000,,Cholesteryl Esters in HDL
Total-C,0.93 [0.78-1.10],1.000,,Total-Cholesterol
LDL-CE,0.92 [0.78-1.09],1.000,,Cholesteryl Esters in LDL
