Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
LDL-C,1.04 [1.00-1.09],1.000,,LDL Cholesterol
Non-HDL-C,1.03 [0.99-1.08],1.000,,Total-Cholesterol Minus HDL-C
Total-C,1.03 [0.99-1.08],1.000,,Total-Cholesterol
Remnant-C,1.03 [0.99-1.07],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-VLDL-TG%,1.02 [0.98-1.07],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
Ile,1.00 [0.96-1.04],1.000,,Isoleucine
HDL-C,1.00 [0.95-1.05],1.000,,HDL Cholesterol
HDL-CE,1.00 [0.95-1.04],1.000,,Cholesteryl Esters in HDL
M-LDL-FC%,0.99 [0.95-1.04],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Gly,0.93 [0.89-0.98],1.000,,Glycine
