Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.31 [1.29-1.34],2.433e-159,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.29 [1.27-1.32],6.552e-140,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.29 [1.26-1.31],2.363e-148,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,1.26 [1.24-1.29],2.584e-102,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XS-VLDL-TG%,1.24 [1.21-1.26],3.108e-87,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.21 [1.19-1.24],4.337e-68,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-LDL-TG%,1.19 [1.17-1.22],7.741e-65,***,Triglycerides to Total-Lipids in Small LDL percentage
IDL-PL%,1.19 [1.17-1.22],2.337e-63,***,Phospholipids to Total-Lipids in IDL percentage
M-VLDL-TG%,1.18 [1.16-1.21],2.903e-50,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-HDL-PL%,1.17 [1.15-1.20],8.380e-49,***,Phospholipids to Total-Lipids in Large HDL percentage
S-HDL-PL%,1.16 [1.14-1.19],1.587e-40,***,Phospholipids to Total-Lipids in Small HDL percentage
GlycA,1.15 [1.13-1.18],5.573e-35,***,Glycoprotein Acetyls
S-LDL-PL%,1.14 [1.12-1.16],3.500e-30,***,Phospholipids to Total-Lipids in Small LDL percentage
M-HDL-PL%,1.13 [1.11-1.16],3.529e-27,***,Phospholipids to Total-Lipids in Medium HDL percentage
MUFA%,1.12 [1.10-1.15],6.776e-21,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-PL%,1.12 [1.09-1.14],3.748e-18,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-TG%,1.10 [1.08-1.13],1.120e-12,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
Glu-lactate,1.10 [1.08-1.12],1.262e-14,***,Glucose-lactate
S-HDL-TG%,1.08 [1.06-1.11],8.177e-09,***,Triglycerides to Total-Lipids in Small HDL percentage
Pyruvate,1.07 [1.05-1.09],5.484e-05,***,Pyruvate
M-HDL-TG%,1.06 [1.04-1.09],0.001,**,Triglycerides to Total-Lipids in Medium HDL percentage
