Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Gln,1.06 [0.95-1.19],1.000,,Glutamine
M-LDL-PL%,1.03 [0.92-1.15],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Ala,1.02 [0.89-1.16],1.000,,Alanine
Gly,1.01 [0.90-1.12],1.000,,Glycine
Tyr,1.00 [0.90-1.12],1.000,,Tyrosine
VLDL-C,0.97 [0.87-1.08],1.000,,VLDL Cholesterol
LDL-CE,0.92 [0.82-1.02],1.000,,Cholesteryl Esters in LDL
Total-C,0.87 [0.78-0.98],1.000,,Total-Cholesterol
M-LDL-FC%,0.87 [0.78-0.97],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-CE,0.86 [0.75-0.97],1.000,,Cholesteryl Esters in HDL
