Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-TG%,1.44 [1.19-1.73],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-TG%,1.42 [1.21-1.66],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.36 [1.14-1.62],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
Phe,1.26 [1.07-1.49],1.000,,Phenylalanine
Ala,1.12 [0.91-1.39],1.000,,Alanine
VLDL-CE,0.92 [0.78-1.09],1.000,,Cholesteryl Esters in VLDL
DHA%,0.80 [0.67-0.95],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
PUFA/MUFA,0.78 [0.65-0.94],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Total-CE,0.74 [0.62-0.88],1.000,,Total-Esterified Cholesterol
S-HDL-CE,0.65 [0.54-0.78],0.803,,Cholesteryl Esters in Small HDL
