Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Gln,1.38 [1.13-1.69],1.000,,Glutamine
Gly,1.22 [1.01-1.48],1.000,,Glycine
M-HDL-TG%,1.09 [0.89-1.34],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-FC%,1.03 [0.84-1.27],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-C%,1.00 [0.82-1.23],1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-TG%,0.99 [0.81-1.21],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
HDL-FC,0.98 [0.78-1.22],1.000,,Free Cholesterol in HDL
Omega-3,0.97 [0.79-1.19],1.000,,Omega-3 Fatty Acids
DHA,0.97 [0.78-1.20],1.000,,Docosahexaenoic Acid
Unsaturation,0.90 [0.73-1.11],1.000,,Degree of Unsaturation
