Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.77 [1.54-2.03],6.724e-11,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
Creatinine,1.74 [1.55-1.96],1.745e-14,***,Creatinine
IDL-TG%,1.72 [1.52-1.95],5.334e-12,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.71 [1.51-1.93],8.386e-12,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.63 [1.45-1.84],5.645e-10,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.62 [1.42-1.86],8.526e-07,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
Ala,1.59 [1.36-1.85],8.741e-04,***,Alanine
Glu-lactate,1.56 [1.39-1.75],1.349e-08,***,Glucose-lactate
S-VLDL-TG%,1.52 [1.31-1.76],0.006,**,Triglycerides to Total-Lipids in Small VLDL percentage
GlycA,1.50 [1.31-1.73],0.002,**,Glycoprotein Acetyls
IDL-PL%,1.50 [1.31-1.71],6.131e-04,***,Phospholipids to Total-Lipids in IDL percentage
M-VLDL-TG%,1.48 [1.28-1.70],0.029,*,Triglycerides to Total-Lipids in Medium VLDL percentage
Glu,1.47 [1.30-1.68],9.415e-04,***,Glucose
Sc-ala,1.46 [1.29-1.65],9.306e-04,***,Spectrometer-corrected alanine
S-LDL-TG%,1.41 [1.24-1.60],0.034,*,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-C%,0.75 [0.67-0.83],0.030,*,Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-FC%,0.74 [0.67-0.82],0.003,**,Free Cholesterol to Total-Lipids in Large HDL percentage
M-VLDL-CE%,0.74 [0.67-0.81],1.040e-05,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,0.70 [0.63-0.78],3.686e-05,***,Cholesterol to Total-Lipids in Medium VLDL percentage
