Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Lactate,1.31 [1.20-1.44],0.002,**,Lactate
IDL-PL%,1.25 [1.14-1.37],0.601,,Phospholipids to Total-Lipids in IDL percentage
M-LDL-TG%,1.24 [1.14-1.36],0.296,,Triglycerides to Total-Lipids in Medium LDL percentage
Creatinine,1.05 [0.95-1.16],1.000,,Creatinine
M-HDL-P,1.04 [0.94-1.15],1.000,,Concentration of Medium HDL Particles
M-LDL-FC%,0.94 [0.86-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-BCAA,0.90 [0.81-0.99],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,0.90 [0.81-0.99],1.000,,Valine
IDL-C%,0.82 [0.75-0.89],0.451,,Cholesterol to Total-Lipids in IDL percentage
IDL-CE%,0.80 [0.74-0.87],0.105,,Cholesteryl Esters to Total-Lipids in IDL percentage
