Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
VLDL-CE,1.06 [0.94-1.20],1.000,,Cholesteryl Esters in VLDL
Omega-6/Omega-3,1.05 [0.92-1.19],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Total-CE,1.04 [0.91-1.18],1.000,,Total-Esterified Cholesterol
M-LDL-PL%,1.02 [0.90-1.15],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
LDL-CE,1.02 [0.90-1.15],1.000,,Cholesteryl Esters in LDL
M-HDL-FC%,1.00 [0.87-1.15],1.000,,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-VLDL-TG%,0.96 [0.85-1.08],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
M-HDL-C%,0.92 [0.81-1.05],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
M-LDL-FC%,0.92 [0.81-1.04],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-CE%,0.91 [0.81-1.04],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
