Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-CE%,1.06 [0.94-1.20],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-HDL-FC%,1.01 [0.89-1.15],1.000,,Free Cholesterol to Total-Lipids in Medium HDL percentage
Phe,1.01 [0.90-1.14],1.000,,Phenylalanine
Tyr,1.01 [0.90-1.14],1.000,,Tyrosine
M-LDL-FC%,1.01 [0.90-1.14],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-PL%,0.99 [0.88-1.11],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Leu,0.94 [0.84-1.07],1.000,,Leucine
Total-BCAA,0.92 [0.81-1.04],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,0.92 [0.81-1.04],1.000,,Valine
Ile,0.92 [0.81-1.03],1.000,,Isoleucine
