Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,1.87 [1.75-1.99],4.037e-78,***,Creatinine
L-LDL-TG%,1.33 [1.24-1.42],7.411e-10,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.32 [1.23-1.43],5.477e-08,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.30 [1.21-1.39],1.217e-07,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.29 [1.21-1.38],5.242e-08,***,Triglycerides to Total-Lipids in Medium LDL percentage
GlycA,1.28 [1.18-1.38],1.009e-04,***,Glycoprotein Acetyls
IDL-PL%,1.25 [1.16-1.34],3.001e-04,***,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-C%,0.83 [0.77-0.88],0.007,**,Cholesterol to Total-Lipids in Very Small VLDL percentage
Total-C,0.83 [0.77-0.89],0.030,*,Total-Cholesterol
L-LDL-CE%,0.82 [0.77-0.88],0.008,**,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Total-CE,0.82 [0.76-0.88],0.011,*,Total-Esterified Cholesterol
XS-VLDL-CE%,0.82 [0.76-0.87],5.215e-04,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-LDL-C%,0.81 [0.76-0.86],2.662e-05,***,Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-C%,0.80 [0.75-0.86],2.391e-05,***,Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-P,0.79 [0.73-0.85],2.539e-04,***,Concentration of Small HDL Particles
IDL-C%,0.79 [0.74-0.84],1.853e-08,***,Cholesterol to Total-Lipids in IDL percentage
HDL-P,0.78 [0.72-0.85],0.001,**,Concentration of HDL Particles
S-HDL-C,0.78 [0.72-0.84],4.855e-05,***,Cholesterol in Small HDL
Total-P,0.78 [0.72-0.84],3.408e-04,***,Total-Concentration of Lipoprotein Particles
S-HDL-CE,0.77 [0.72-0.83],5.983e-06,***,Cholesteryl Esters in Small HDL
L-LDL-C%,0.77 [0.72-0.82],7.278e-10,***,Cholesterol to Total-Lipids in Large LDL percentage
IDL-CE%,0.76 [0.72-0.81],3.808e-11,***,Cholesteryl Esters to Total-Lipids in IDL percentage
