Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
VLDL-C,1.07 [0.91-1.25],1.000,,VLDL Cholesterol
Remnant-C,1.02 [0.87-1.19],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-PL%,1.02 [0.87-1.19],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
LDL-CE,1.01 [0.86-1.18],1.000,,Cholesteryl Esters in LDL
Non-HDL-C,1.01 [0.86-1.18],1.000,,Total-Cholesterol Minus HDL-C
Unsaturation,0.99 [0.84-1.17],1.000,,Degree of Unsaturation
LDL-FC,0.98 [0.84-1.15],1.000,,Free Cholesterol in LDL
Albumin,0.96 [0.82-1.13],1.000,,Albumin
HDL-FC,0.94 [0.78-1.13],1.000,,Free Cholesterol in HDL
M-LDL-FC%,0.90 [0.77-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
