Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.20 [1.10-1.30],1.000,,Triglycerides to Total-Lipids in IDL percentage
IDL-PL%,1.10 [1.01-1.20],1.000,,Phospholipids to Total-Lipids in IDL percentage
TG/PG,1.08 [0.99-1.19],1.000,,Triglycerides to Phosphoglycerides ratio
M-LDL-PL%,1.03 [0.95-1.13],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
XXL-VLDL-TG,1.02 [0.93-1.11],1.000,,Triglycerides in Chylomicrons and Extremely Large VLDL
Remnant-C,0.92 [0.85-1.01],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.92 [0.84-1.00],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.91 [0.84-0.99],1.000,,LDL Cholesterol
Total-C,0.90 [0.82-0.98],1.000,,Total-Cholesterol
M-LDL-FC%,0.90 [0.82-0.98],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
