Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
SFA%,1.06 [0.99-1.13],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
Omega-6/Omega-3,1.03 [0.96-1.10],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
MUFA%,1.03 [0.96-1.10],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,1.01 [0.94-1.07],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
LA,1.00 [0.94-1.07],1.000,,Linoleic Acid
M-LDL-FC%,0.99 [0.93-1.06],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6%,0.97 [0.90-1.04],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
LA%,0.96 [0.90-1.03],1.000,,Linoleic Acid to Total-Fatty Acids percentage
Omega-3%,0.96 [0.89-1.02],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Citrate,0.84 [0.78-0.90],0.693,,Citrate
