Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.49 [1.29-1.71],0.009,**,Glycoprotein Acetyls
M-HDL-PL%,1.10 [0.95-1.28],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-PL%,1.05 [0.91-1.22],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
Tyr,1.04 [0.90-1.19],1.000,,Tyrosine
M-LDL-FC%,1.02 [0.88-1.18],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,0.93 [0.80-1.07],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
Remnant-C,0.92 [0.81-1.06],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.89 [0.77-1.01],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.87 [0.76-1.00],1.000,,Total-Cholesterol
Albumin,0.63 [0.56-0.71],3.698e-09,***,Albumin
