Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.05 [0.98-1.12],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-VLDL-TG%,1.05 [0.97-1.13],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
M-LDL-PL%,1.05 [0.98-1.12],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-LDL-PL%,1.01 [0.94-1.08],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-HDL-TG%,1.00 [0.94-1.07],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-FC%,0.99 [0.93-1.06],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-C,0.92 [0.86-0.99],1.000,,VLDL Cholesterol
HDL-CE,0.92 [0.85-0.99],1.000,,Cholesteryl Esters in HDL
LDL-CE,0.91 [0.85-0.97],1.000,,Cholesteryl Esters in LDL
Total-C,0.90 [0.84-0.96],1.000,,Total-Cholesterol
