Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.05 [0.99-1.11],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Leu,1.05 [0.99-1.11],1.000,,Leucine
Ile,1.05 [0.99-1.10],1.000,,Isoleucine
Total-BCAA,1.05 [0.99-1.11],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Tyr,1.00 [0.95-1.06],1.000,,Tyrosine
Omega-6/Omega-3,0.97 [0.92-1.03],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
PUFA/MUFA,0.92 [0.87-0.98],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-HDL-L,0.86 [0.80-0.91],0.992,,Total-Lipids in Large HDL
L-HDL-C,0.85 [0.79-0.91],0.315,,Cholesterol in Large HDL
L-HDL-CE,0.85 [0.79-0.90],0.248,,Cholesteryl Esters in Large HDL
