Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.21 [1.15-1.28],1.376e-06,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
GlycA,1.21 [1.14-1.28],5.614e-06,***,Glycoprotein Acetyls
MUFA%,1.18 [1.12-1.25],8.167e-04,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-TG%,1.18 [1.12-1.24],6.725e-05,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.17 [1.11-1.23],2.007e-04,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.15 [1.09-1.21],0.013,*,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-CE%,0.88 [0.84-0.92],0.032,*,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-FC%,0.88 [0.84-0.92],0.027,*,Free Cholesterol to Total-Lipids in Large LDL percentage
IDL-C%,0.88 [0.84-0.92],0.007,**,Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-C%,0.87 [0.83-0.92],0.010,*,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,0.87 [0.83-0.91],0.002,**,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Unsaturation,0.86 [0.82-0.91],0.028,*,Degree of Unsaturation
M-HDL-FC%,0.86 [0.81-0.91],0.028,*,Free Cholesterol to Total-Lipids in Medium HDL percentage
PUFA/MUFA,0.86 [0.81-0.90],0.005,**,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-LDL-C%,0.86 [0.82-0.90],1.534e-04,***,Cholesterol to Total-Lipids in Large LDL percentage
