Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-C%,1.04 [0.93-1.16],1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-CE%,1.04 [0.93-1.16],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-HDL-CE%,1.03 [0.92-1.16],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-HDL-C%,1.03 [0.91-1.15],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
M-LDL-PL%,1.00 [0.90-1.12],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,1.00 [0.89-1.12],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
SFA,0.99 [0.88-1.10],1.000,,Saturated Fatty Acids
Unsaturation,0.98 [0.88-1.10],1.000,,Degree of Unsaturation
Albumin,0.97 [0.87-1.08],1.000,,Albumin
Creatinine,0.95 [0.83-1.07],1.000,,Creatinine
