Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Gly,1.12 [1.00-1.26],1.000,,Glycine
Gln,1.08 [0.98-1.20],1.000,,Glutamine
Phe,1.05 [0.95-1.15],1.000,,Phenylalanine
His,1.01 [0.92-1.11],1.000,,Histidine
M-LDL-PL%,1.00 [0.91-1.10],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,0.79 [0.72-0.87],0.538,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
IDL-CE,0.78 [0.70-0.86],0.530,,Cholesteryl Esters in IDL
IDL-L,0.77 [0.70-0.86],0.328,,Total-Lipids in IDL
IDL-C,0.77 [0.70-0.86],0.343,,Cholesterol in IDL
M-VLDL-PL%,0.77 [0.70-0.85],0.029,*,Phospholipids to Total-Lipids in Medium VLDL percentage
