Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.15 [1.03-1.29],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,1.14 [1.03-1.27],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,1.11 [1.00-1.24],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
VLDL-C,1.01 [0.91-1.12],1.000,,VLDL Cholesterol
Leu,1.01 [0.90-1.12],1.000,,Leucine
Remnant-C,0.95 [0.86-1.06],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.93 [0.84-1.04],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.92 [0.82-1.02],1.000,,LDL Cholesterol
Total-C,0.91 [0.82-1.01],1.000,,Total-Cholesterol
M-LDL-FC%,0.87 [0.78-0.97],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
