Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,1.03 [0.87-1.20],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-C,1.02 [0.84-1.24],1.000,,HDL Cholesterol
Clinical LDL-C,1.02 [0.87-1.20],1.000,,Clinical LDL Cholesterol
LDL-C,1.02 [0.86-1.19],1.000,,LDL Cholesterol
Non-HDL-C,1.01 [0.86-1.19],1.000,,Total-Cholesterol Minus HDL-C
PUFA%,0.99 [0.85-1.16],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-VLDL-TG%,0.97 [0.81-1.15],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
Omega-3,0.95 [0.80-1.13],1.000,,Omega-3 Fatty Acids
DHA,0.95 [0.79-1.13],1.000,,Docosahexaenoic Acid
Omega-3%,0.95 [0.80-1.12],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
