Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-TG%,1.07 [1.02-1.12],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-TG%,1.06 [1.01-1.11],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-CE%,1.01 [0.97-1.06],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Ala,1.01 [0.95-1.07],1.000,,Alanine
Gln,1.01 [0.96-1.05],1.000,,Glutamine
VLDL-C,1.00 [0.95-1.04],1.000,,VLDL Cholesterol
LDL-CE,0.97 [0.93-1.01],1.000,,Cholesteryl Esters in LDL
M-LDL-FC%,0.95 [0.90-0.99],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-CE,0.94 [0.90-0.99],1.000,,Total-Esterified Cholesterol
HDL-CE,0.91 [0.86-0.96],1.000,,Cholesteryl Esters in HDL
