Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,1.03 [0.95-1.12],1.000,,Creatinine
SFA,1.01 [0.95-1.08],1.000,,Saturated Fatty Acids
M-LDL-PL%,1.01 [0.95-1.07],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Omega-3,1.01 [0.94-1.08],1.000,,Omega-3 Fatty Acids
Total-FA,1.00 [0.94-1.07],1.000,,Total-Fatty Acids
M-LDL-FC%,0.96 [0.90-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Ile,0.93 [0.87-1.00],1.000,,Isoleucine
Leu,0.92 [0.86-0.98],1.000,,Leucine
Total-BCAA,0.90 [0.84-0.96],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,0.88 [0.82-0.94],1.000,,Valine
