Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Non-HDL-C,1.05 [0.90-1.22],1.000,,Total-Cholesterol Minus HDL-C
Clinical LDL-C,1.04 [0.90-1.22],1.000,,Clinical LDL Cholesterol
LDL-C,1.04 [0.89-1.21],1.000,,LDL Cholesterol
ApoB,1.03 [0.89-1.20],1.000,,Apolipoprotein B
M-LDL-FC%,1.01 [0.86-1.18],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-CE,1.00 [0.84-1.18],1.000,,Cholesteryl Esters in HDL
M-LDL-PL%,0.99 [0.85-1.15],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
MUFA,0.99 [0.84-1.16],1.000,,Monounsaturated Fatty Acids
SFA%,0.95 [0.81-1.11],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
MUFA%,0.94 [0.79-1.11],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
