Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,1.03 [0.85-1.27],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Remnant-C,1.03 [0.86-1.23],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
VLDL-C,1.02 [0.85-1.22],1.000,,VLDL Cholesterol
Non-HDL-C,1.02 [0.85-1.22],1.000,,Total-Cholesterol Minus HDL-C
Clinical LDL-C,1.01 [0.84-1.22],1.000,,Clinical LDL Cholesterol
SFA,0.98 [0.81-1.19],1.000,,Saturated Fatty Acids
Total-FA,0.94 [0.78-1.14],1.000,,Total-Fatty Acids
M-VLDL-TG%,0.93 [0.77-1.12],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
PUFA,0.92 [0.76-1.11],1.000,,Polyunsaturated Fatty Acids
Omega-6,0.88 [0.73-1.05],1.000,,Omega-6 Fatty Acids
