Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-PL,1.23 [1.13-1.34],0.286,,Phospholipids in Small HDL
S-HDL-L,1.23 [1.13-1.33],0.593,,Total-Lipids in Small HDL
SFA,1.08 [1.00-1.17],1.000,,Saturated Fatty Acids
Total-FA,1.07 [0.98-1.16],1.000,,Total-Fatty Acids
Albumin,1.05 [0.96-1.14],1.000,,Albumin
Omega-6/Omega-3,1.00 [0.92-1.09],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
VLDL-C,0.99 [0.91-1.08],1.000,,VLDL Cholesterol
Remnant-C,0.99 [0.91-1.07],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
VLDL-CE,0.98 [0.91-1.07],1.000,,Cholesteryl Esters in VLDL
M-LDL-FC%,0.97 [0.89-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
