Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.24 [1.07-1.43],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA,1.06 [0.91-1.24],1.000,,Monounsaturated Fatty Acids
Omega-3,1.04 [0.89-1.22],1.000,,Omega-3 Fatty Acids
SFA,1.02 [0.87-1.19],1.000,,Saturated Fatty Acids
Omega-3%,1.02 [0.87-1.19],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Remnant-C,0.92 [0.79-1.07],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.91 [0.78-1.05],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.90 [0.77-1.04],1.000,,LDL Cholesterol
HDL-C,0.86 [0.72-1.03],1.000,,HDL Cholesterol
M-LDL-FC%,0.85 [0.73-0.99],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
