Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-PL%,1.17 [1.02-1.33],1.000,,Phospholipids to Total-Lipids in IDL percentage
IDL-TG%,1.14 [0.99-1.30],1.000,,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.10 [0.97-1.26],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-TG%,1.05 [0.91-1.21],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
L-LDL-CE%,1.04 [0.91-1.19],1.000,,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-LDL-FC%,0.95 [0.83-1.09],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-C,0.93 [0.82-1.06],1.000,,LDL Cholesterol
Non-HDL-C,0.92 [0.81-1.05],1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,0.92 [0.80-1.04],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,0.91 [0.80-1.04],1.000,,Total-Cholesterol
