Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-CE%,1.08 [0.99-1.18],1.000,,Cholesteryl Esters to Total-Lipids in Large LDL percentage
L-LDL-C%,1.03 [0.94-1.13],1.000,,Cholesterol to Total-Lipids in Large LDL percentage
L-VLDL-C%,1.01 [0.93-1.11],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-FC%,1.01 [0.92-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.01 [0.92-1.10],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-VLDL-FC%,1.00 [0.91-1.09],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
VLDL-CE,0.99 [0.90-1.07],1.000,,Cholesteryl Esters in VLDL
LDL-CE,0.97 [0.89-1.05],1.000,,Cholesteryl Esters in LDL
HDL-CE,0.96 [0.87-1.06],1.000,,Cholesteryl Esters in HDL
Total-CE,0.96 [0.87-1.04],1.000,,Total-Esterified Cholesterol
