Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.08 [0.98-1.19],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.07 [0.96-1.19],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
Tyr,1.03 [0.93-1.13],1.000,,Tyrosine
M-HDL-TG%,1.02 [0.92-1.13],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
HDL-C,1.00 [0.89-1.12],1.000,,HDL Cholesterol
M-LDL-FC%,1.00 [0.90-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Ile,0.98 [0.88-1.08],1.000,,Isoleucine
Total-BCAA,0.95 [0.85-1.05],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,0.94 [0.85-1.05],1.000,,Valine
Leu,0.94 [0.85-1.04],1.000,,Leucine
