Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.10 [1.07-1.14],0.003,**,Glycoprotein Acetyls
IDL-TG%,1.10 [1.06-1.13],0.002,**,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.09 [1.05-1.12],0.021,*,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG%,1.08 [1.05-1.12],0.659,,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.08 [1.05-1.11],0.421,,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-C%,0.92 [0.90-0.95],0.035,*,Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-L,0.92 [0.89-0.95],0.023,*,Total-Lipids in Medium LDL
LA%,0.92 [0.89-0.95],0.012,*,Linoleic Acid to Total-Fatty Acids percentage
LDL-CE,0.92 [0.89-0.95],0.011,*,Cholesteryl Esters in LDL
IDL-C%,0.92 [0.89-0.94],4.637e-04,***,Cholesterol to Total-Lipids in IDL percentage
L-LDL-P,0.92 [0.89-0.95],0.048,*,Concentration of Large LDL Particles
L-LDL-CE,0.92 [0.89-0.95],0.013,*,Cholesteryl Esters in Large LDL
M-LDL-C,0.92 [0.89-0.95],0.014,*,Cholesterol in Medium LDL
IDL-CE%,0.92 [0.89-0.94],5.349e-04,***,Cholesteryl Esters to Total-Lipids in IDL percentage
LDL-L,0.91 [0.89-0.94],0.004,**,Total-Lipids in LDL
M-LDL-P,0.91 [0.89-0.95],0.019,*,Concentration of Medium LDL Particles
L-LDL-L,0.91 [0.89-0.94],0.005,**,Total-Lipids in Large LDL
S-LDL-CE,0.91 [0.89-0.94],0.011,*,Cholesteryl Esters in Small LDL
LDL-C,0.91 [0.89-0.94],0.002,**,LDL Cholesterol
M-LDL-PL,0.91 [0.88-0.94],0.010,**,Phospholipids in Medium LDL
L-LDL-C,0.91 [0.88-0.94],0.003,**,Cholesterol in Large LDL
LDL-P,0.91 [0.88-0.94],0.011,*,Concentration of LDL Particles
Non-HDL-C,0.91 [0.88-0.94],0.001,**,Total-Cholesterol Minus HDL-C
IDL-PL,0.91 [0.88-0.94],0.013,*,Phospholipids in IDL
Remnant-C,0.91 [0.88-0.94],0.002,**,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
ApoB,0.91 [0.88-0.94],0.002,**,Apolipoprotein B
S-LDL-L,0.91 [0.88-0.94],0.002,**,Total-Lipids in Small LDL
M-VLDL-C,0.91 [0.88-0.94],0.004,**,Cholesterol in Medium VLDL
IDL-L,0.91 [0.88-0.94],9.969e-04,***,Total-Lipids in IDL
LDL-PL,0.91 [0.88-0.94],8.884e-04,***,Phospholipids in LDL
Clinical LDL-C,0.91 [0.88-0.94],1.791e-04,***,Clinical LDL Cholesterol
S-LDL-C,0.91 [0.88-0.94],0.001,**,Cholesterol in Small LDL
L-LDL-PL,0.91 [0.88-0.94],0.001,**,Phospholipids in Large LDL
S-LDL-P,0.91 [0.88-0.94],0.001,**,Concentration of Small LDL Particles
XL-VLDL-PL%,0.91 [0.88-0.94],0.006,**,Phospholipids to Total-Lipids in Very Large VLDL percentage
M-VLDL-CE,0.91 [0.88-0.94],0.001,**,Cholesteryl Esters in Medium VLDL
M-LDL-FC,0.91 [0.88-0.94],4.105e-04,***,Free Cholesterol in Medium LDL
IDL-FC,0.91 [0.88-0.94],6.728e-04,***,Free Cholesterol in IDL
S-LDL-PL,0.90 [0.88-0.93],2.691e-04,***,Phospholipids in Small LDL
LDL-FC,0.90 [0.88-0.93],1.183e-04,***,Free Cholesterol in LDL
IDL-C,0.90 [0.87-0.93],9.973e-05,***,Cholesterol in IDL
L-LDL-FC,0.90 [0.87-0.93],1.381e-04,***,Free Cholesterol in Large LDL
S-LDL-FC,0.90 [0.87-0.93],9.906e-05,***,Free Cholesterol in Small LDL
IDL-CE,0.90 [0.87-0.93],7.863e-05,***,Cholesteryl Esters in IDL
ApoB/ApoA1,0.90 [0.87-0.93],8.543e-05,***,Apolipoprotein B to Apolipoprotein A1 ratio
IDL-P,0.89 [0.86-0.92],4.763e-06,***,Concentration of IDL Particles
