Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-VLDL-TG%,1.09 [0.98-1.22],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
M-HDL-PL%,1.06 [0.96-1.17],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-TG%,1.01 [0.92-1.11],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-TG%,1.01 [0.91-1.12],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-C%,1.01 [0.91-1.11],1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,0.99 [0.89-1.09],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-LDL-FC%,0.98 [0.90-1.08],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
DHA%,0.98 [0.89-1.08],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
PUFA/MUFA,0.97 [0.87-1.07],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
LA%,0.94 [0.86-1.04],1.000,,Linoleic Acid to Total-Fatty Acids percentage
