Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,1.60 [1.42-1.80],9.538e-10,***,Creatinine
M-LDL-TG%,1.38 [1.22-1.55],0.056,,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.36 [1.20-1.54],0.163,,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.36 [1.20-1.54],0.242,,Triglycerides to Total-Lipids in IDL percentage
Gln,1.08 [0.95-1.23],1.000,,Glutamine
VLDL-C,0.93 [0.81-1.06],1.000,,VLDL Cholesterol
Omega-3,0.89 [0.77-1.03],1.000,,Omega-3 Fatty Acids
IDL-C%,0.77 [0.69-0.86],0.967,,Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-CE%,0.76 [0.68-0.85],0.592,,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-LDL-C%,0.73 [0.65-0.82],0.011,*,Cholesterol to Total-Lipids in Small LDL percentage
