Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.13 [1.01-1.26],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Gln,1.05 [0.93-1.18],1.000,,Glutamine
M-HDL-PL%,1.05 [0.93-1.18],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-CE%,1.02 [0.91-1.15],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-HDL-C%,1.01 [0.90-1.13],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
M-LDL-FC%,0.97 [0.87-1.08],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoA1,0.91 [0.80-1.04],1.000,,Apolipoprotein A1
Val,0.89 [0.79-1.02],1.000,,Valine
ApoB/ApoA1,0.89 [0.79-1.00],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,0.83 [0.74-0.93],1.000,,Apolipoprotein B
