Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Total-CE,1.16 [0.96-1.40],1.000,,Total-Esterified Cholesterol
M-LDL-FC%,1.11 [0.92-1.35],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-CE,1.09 [0.90-1.32],1.000,,Cholesteryl Esters in VLDL
Omega-6/Omega-3,1.09 [0.90-1.31],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
PUFA/MUFA,1.09 [0.90-1.31],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Ala,1.00 [0.82-1.21],1.000,,Alanine
Phe,0.99 [0.82-1.20],1.000,,Phenylalanine
M-LDL-PL%,0.96 [0.79-1.16],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Tyr,0.96 [0.78-1.17],1.000,,Tyrosine
His,0.80 [0.66-0.97],1.000,,Histidine
