Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-VLDL-PL%,1.11 [0.88-1.40],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
M-HDL-CE%,1.10 [0.92-1.32],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-HDL-C%,1.05 [0.87-1.25],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
L-VLDL-TG%,1.03 [0.85-1.25],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
M-LDL-FC%,1.03 [0.86-1.22],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-TG%,0.97 [0.82-1.16],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
VLDL-C,0.90 [0.75-1.08],1.000,,VLDL Cholesterol
Non-HDL-C,0.89 [0.75-1.06],1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,0.87 [0.73-1.04],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,0.86 [0.73-1.02],1.000,,Total-Cholesterol
