Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.12 [1.05-1.19],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA,1.09 [1.03-1.16],1.000,,Monounsaturated Fatty Acids
SFA,1.05 [0.99-1.11],1.000,,Saturated Fatty Acids
Omega-3,1.04 [0.97-1.11],1.000,,Omega-3 Fatty Acids
PUFA,1.00 [0.94-1.07],1.000,,Polyunsaturated Fatty Acids
HDL-C,1.00 [0.92-1.07],1.000,,HDL Cholesterol
LDL-C,0.96 [0.90-1.02],1.000,,LDL Cholesterol
Non-HDL-C,0.96 [0.90-1.02],1.000,,Total-Cholesterol Minus HDL-C
Clinical LDL-C,0.94 [0.88-1.00],1.000,,Clinical LDL Cholesterol
L-LDL-FC%,0.87 [0.82-0.92],0.914,,Free Cholesterol to Total-Lipids in Large LDL percentage
