Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Phe,1.12 [0.98-1.27],1.000,,Phenylalanine
Gln,1.07 [0.93-1.22],1.000,,Glutamine
M-LDL-PL%,1.06 [0.93-1.22],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
ApoB/ApoA1,1.02 [0.89-1.17],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
VLDL-C,1.01 [0.88-1.15],1.000,,VLDL Cholesterol
LDL-CE,0.90 [0.79-1.03],1.000,,Cholesteryl Esters in LDL
Total-CE,0.87 [0.76-0.99],1.000,,Total-Esterified Cholesterol
M-LDL-FC%,0.86 [0.76-0.96],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-CE,0.85 [0.72-0.99],1.000,,Cholesteryl Esters in HDL
S-LDL-C%,0.75 [0.66-0.84],0.341,,Cholesterol to Total-Lipids in Small LDL percentage
