Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.08 [0.97-1.20],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Total-CE,1.05 [0.94-1.17],1.000,,Total-Esterified Cholesterol
LDL-CE,1.05 [0.94-1.17],1.000,,Cholesteryl Esters in LDL
HDL-CE,1.04 [0.92-1.19],1.000,,Cholesteryl Esters in HDL
VLDL-C,1.03 [0.92-1.15],1.000,,VLDL Cholesterol
L-LDL-C%,0.98 [0.88-1.09],1.000,,Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-FC%,0.94 [0.85-1.05],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-FC%,0.93 [0.83-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-VLDL-C%,0.92 [0.81-1.03],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
L-LDL-PL%,0.89 [0.79-1.00],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
