Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.13 [0.94-1.37],1.000,,Triglycerides to Total-Lipids in IDL percentage
L-HDL-C%,1.10 [0.91-1.34],1.000,,Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-CE%,1.10 [0.91-1.34],1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-LDL-FC%,1.08 [0.89-1.31],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-FC%,1.04 [0.87-1.25],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
VLDL-C,0.74 [0.60-0.90],1.000,,VLDL Cholesterol
Remnant-C,0.72 [0.59-0.87],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.71 [0.59-0.86],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.71 [0.59-0.85],1.000,,Total-Cholesterol
Albumin,0.63 [0.53-0.74],0.002,**,Albumin
