Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,1.05 [0.87-1.26],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6%,1.04 [0.87-1.25],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
LA%,1.04 [0.87-1.25],1.000,,Linoleic Acid to Total-Fatty Acids percentage
PUFA%,1.02 [0.86-1.22],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
MUFA%,1.01 [0.84-1.23],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,1.00 [0.83-1.20],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
DHA%,0.98 [0.82-1.17],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-PL%,0.97 [0.80-1.17],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
SFA%,0.96 [0.81-1.15],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
Omega-3%,0.96 [0.80-1.16],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
