Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-VLDL-TG%,1.90 [1.64-2.20],1.949e-12,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.80 [1.56-2.08],2.618e-10,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.79 [1.60-2.01],2.280e-18,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.76 [1.57-1.98],1.071e-16,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.75 [1.55-1.97],5.811e-15,***,Triglycerides to Total-Lipids in IDL percentage
XL-VLDL-TG%,1.74 [1.44-2.10],0.002,**,Triglycerides to Total-Lipids in Very Large VLDL percentage
XS-VLDL-TG%,1.72 [1.51-1.96],6.926e-11,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.64 [1.46-1.85],1.382e-10,***,Triglycerides to Total-Lipids in Small LDL percentage
S-HDL-PL%,1.59 [1.40-1.82],6.218e-07,***,Phospholipids to Total-Lipids in Small HDL percentage
GlycA,1.54 [1.36-1.74],1.004e-06,***,Glycoprotein Acetyls
XS-VLDL-PL%,1.50 [1.32-1.70],8.632e-05,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
MUFA%,1.48 [1.30-1.68],8.266e-04,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-PL%,1.44 [1.28-1.62],1.658e-04,***,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-PL%,1.41 [1.25-1.60],0.011,*,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-FC%,0.73 [0.66-0.82],0.008,**,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-FC%,0.73 [0.66-0.80],6.168e-05,***,Free Cholesterol to Total-Lipids in Small LDL percentage
PUFA/MUFA,0.71 [0.63-0.81],0.027,*,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
PUFA,0.71 [0.63-0.81],0.026,*,Polyunsaturated Fatty Acids
S-HDL-CE,0.70 [0.62-0.80],0.038,*,Cholesteryl Esters in Small HDL
S-HDL-CE%,0.70 [0.62-0.78],1.840e-04,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
Total-L,0.69 [0.62-0.78],6.746e-04,***,Total-Lipids in Lipoprotein Particles
Unsaturation,0.69 [0.60-0.78],0.001,**,Degree of Unsaturation
IDL-FC%,0.68 [0.61-0.76],2.630e-06,***,Free Cholesterol to Total-Lipids in IDL percentage
XL-HDL-CE%,0.68 [0.61-0.76],5.403e-07,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-VLDL-CE%,0.68 [0.63-0.74],8.747e-15,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
XS-VLDL-FC%,0.68 [0.62-0.75],5.515e-10,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-HDL-C%,0.68 [0.59-0.77],0.001,**,Cholesterol to Total-Lipids in Very Large HDL percentage
L-VLDL-C%,0.67 [0.58-0.77],0.002,**,Cholesterol to Total-Lipids in Large VLDL percentage
DHA,0.67 [0.57-0.78],0.037,*,Docosahexaenoic Acid
VLDL-C,0.67 [0.58-0.76],5.391e-04,***,VLDL Cholesterol
XS-VLDL-FC,0.66 [0.57-0.77],0.009,**,Free Cholesterol in Very Small VLDL
L-VLDL-CE%,0.66 [0.58-0.75],2.681e-04,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
S-HDL-C%,0.66 [0.58-0.74],4.949e-07,***,Cholesterol to Total-Lipids in Small HDL percentage
S-VLDL-PL,0.65 [0.57-0.75],7.329e-04,***,Phospholipids in Small VLDL
IDL-CE%,0.65 [0.58-0.72],6.226e-10,***,Cholesteryl Esters to Total-Lipids in IDL percentage
M-VLDL-P,0.64 [0.55-0.74],2.588e-04,***,Concentration of Medium VLDL Particles
M-VLDL-PL,0.64 [0.56-0.74],7.958e-05,***,Phospholipids in Medium VLDL
ApoB/ApoA1,0.63 [0.55-0.73],1.300e-05,***,Apolipoprotein B to Apolipoprotein A1 ratio
S-VLDL-CE%,0.63 [0.57-0.71],2.001e-10,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
