Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,1.95 [1.83-2.07],2.990e-96,***,Creatinine
IDL-TG%,1.35 [1.27-1.45],1.660e-13,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.34 [1.25-1.44],4.682e-11,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XS-VLDL-TG%,1.33 [1.24-1.43],1.427e-09,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.32 [1.23-1.41],7.002e-11,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.31 [1.22-1.40],5.284e-10,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-VLDL-TG%,1.30 [1.20-1.40],6.651e-06,***,Triglycerides to Total-Lipids in Small VLDL percentage
GlycA,1.29 [1.20-1.38],5.803e-07,***,Glycoprotein Acetyls
IDL-PL%,1.27 [1.18-1.36],5.780e-06,***,Phospholipids to Total-Lipids in IDL percentage
M-VLDL-TG%,1.27 [1.17-1.37],3.037e-04,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-TG%,1.23 [1.15-1.32],5.141e-04,***,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-FC%,0.86 [0.81-0.91],0.040,*,Free Cholesterol to Total-Lipids in Large HDL percentage
M-VLDL-CE%,0.85 [0.81-0.90],0.004,**,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-VLDL-CE%,0.83 [0.78-0.89],0.017,*,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
M-VLDL-C%,0.83 [0.78-0.88],9.708e-04,***,Cholesterol to Total-Lipids in Medium VLDL percentage
Albumin,0.83 [0.77-0.89],0.011,*,Albumin
M-VLDL-FC%,0.83 [0.78-0.88],0.003,**,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.82 [0.77-0.88],5.223e-04,***,Phospholipids to Total-Lipids in Medium VLDL percentage
S-HDL-PL,0.82 [0.76-0.88],0.010,*,Phospholipids in Small HDL
S-LDL-P,0.81 [0.75-0.87],0.008,**,Concentration of Small LDL Particles
S-HDL-L,0.81 [0.75-0.87],0.002,**,Total-Lipids in Small HDL
S-LDL-PL,0.81 [0.75-0.87],0.002,**,Phospholipids in Small LDL
S-HDL-FC,0.81 [0.75-0.87],0.003,**,Free Cholesterol in Small HDL
S-VLDL-C%,0.81 [0.75-0.86],2.943e-05,***,Cholesterol to Total-Lipids in Small VLDL percentage
L-LDL-P,0.81 [0.75-0.87],0.003,**,Concentration of Large LDL Particles
S-LDL-L,0.80 [0.74-0.86],2.989e-04,***,Total-Lipids in Small LDL
Total-L,0.80 [0.75-0.85],1.288e-05,***,Total-Lipids in Lipoprotein Particles
ApoB,0.80 [0.74-0.86],1.568e-04,***,Apolipoprotein B
LDL-P,0.80 [0.74-0.86],7.333e-04,***,Concentration of LDL Particles
M-HDL-CE,0.80 [0.73-0.86],0.013,*,Cholesteryl Esters in Medium HDL
S-LDL-CE,0.80 [0.74-0.86],1.942e-04,***,Cholesteryl Esters in Small LDL
M-HDL-C,0.79 [0.73-0.86],0.008,**,Cholesterol in Medium HDL
Phosphoglyc,0.79 [0.74-0.85],7.429e-05,***,Phosphoglycerides
M-LDL-CE,0.79 [0.74-0.85],5.930e-05,***,Cholesteryl Esters in Medium LDL
L-LDL-FC%,0.79 [0.74-0.84],1.634e-07,***,Free Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-L,0.79 [0.74-0.85],2.378e-05,***,Total-Lipids in Medium LDL
M-LDL-P,0.79 [0.73-0.85],1.888e-04,***,Concentration of Medium LDL Particles
HDL-L,0.79 [0.73-0.86],0.006,**,Total-Lipids in HDL
M-VLDL-C,0.79 [0.73-0.85],7.693e-05,***,Cholesterol in Medium VLDL
ApoA1,0.79 [0.73-0.85],0.002,**,Apolipoprotein A1
M-HDL-FC%,0.79 [0.73-0.84],2.137e-06,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-FC,0.79 [0.72-0.86],0.009,**,Free Cholesterol in Medium HDL
M-LDL-PL,0.78 [0.73-0.84],1.714e-05,***,Phospholipids in Medium LDL
M-LDL-C%,0.78 [0.74-0.83],7.083e-10,***,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-C%,0.78 [0.74-0.83],2.929e-09,***,Cholesterol to Total-Lipids in Large LDL percentage
S-LDL-C,0.78 [0.73-0.84],8.748e-06,***,Cholesterol in Small LDL
M-LDL-C,0.78 [0.73-0.84],2.858e-06,***,Cholesterol in Medium LDL
S-VLDL-FC%,0.78 [0.73-0.84],6.494e-08,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
PC,0.78 [0.72-0.84],8.302e-06,***,Phosphatidylcholines
Remnant-C,0.78 [0.73-0.84],5.083e-07,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Cholines,0.78 [0.72-0.84],2.256e-06,***,Total-Cholines
S-HDL-C,0.78 [0.72-0.84],2.407e-06,***,Cholesterol in Small HDL
S-HDL-P,0.78 [0.72-0.84],4.839e-06,***,Concentration of Small HDL Particles
LDL-L,0.78 [0.73-0.83],6.472e-08,***,Total-Lipids in LDL
S-VLDL-PL%,0.78 [0.72-0.83],3.607e-07,***,Phospholipids to Total-Lipids in Small VLDL percentage
XS-VLDL-C,0.78 [0.72-0.84],3.151e-05,***,Cholesterol in Very Small VLDL
LDL-CE,0.77 [0.72-0.83],1.054e-07,***,Cholesteryl Esters in LDL
Non-HDL-C,0.77 [0.72-0.83],2.248e-08,***,Total-Cholesterol Minus HDL-C
S-HDL-CE,0.77 [0.72-0.83],1.390e-06,***,Cholesteryl Esters in Small HDL
Total-PL,0.77 [0.72-0.83],1.286e-07,***,Total-Phospholipids in Lipoprotein Particles
S-LDL-C%,0.77 [0.72-0.82],3.271e-11,***,Cholesterol to Total-Lipids in Small LDL percentage
LDL-C,0.77 [0.72-0.82],7.908e-09,***,LDL Cholesterol
