Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.39 [1.22-1.60],0.342,,Glycoprotein Acetyls
L-LDL-TG%,1.23 [1.08-1.40],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-PL%,1.15 [1.00-1.33],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-LDL-PL%,1.08 [0.93-1.24],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-VLDL-C%,1.06 [0.92-1.23],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
S-LDL-C%,0.75 [0.66-0.84],0.418,,Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-C,0.72 [0.62-0.83],0.766,,Cholesterol in Small HDL
S-HDL-CE,0.71 [0.62-0.82],0.724,,Cholesteryl Esters in Small HDL
S-HDL-P,0.71 [0.61-0.82],0.506,,Concentration of Small HDL Particles
Albumin,0.66 [0.59-0.75],1.522e-06,***,Albumin
