Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.12 [1.03-1.22],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.11 [1.02-1.21],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-VLDL-TG%,1.04 [0.95-1.14],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
M-HDL-PL%,1.03 [0.95-1.13],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-CE%,1.01 [0.93-1.10],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-LDL-FC%,0.97 [0.89-1.05],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoA1,0.97 [0.88-1.06],1.000,,Apolipoprotein A1
ApoB/ApoA1,0.89 [0.81-0.97],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,0.86 [0.79-0.94],1.000,,Apolipoprotein B
Val,0.82 [0.75-0.90],1.000,,Valine
