Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,1.89 [1.60-2.22],6.285e-09,***,Creatinine
IDL-TG%,1.57 [1.31-1.89],0.213,,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.52 [1.27-1.82],0.777,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.51 [1.27-1.81],0.984,,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL,1.00 [0.77-1.30],1.000,,Phospholipids in Large HDL
PUFA%,0.93 [0.77-1.11],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-C%,0.68 [0.58-0.80],0.633,,Cholesterol to Total-Lipids in Very Small VLDL percentage
IDL-C%,0.67 [0.58-0.78],0.054,,Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-CE%,0.67 [0.57-0.79],0.197,,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
IDL-CE%,0.66 [0.56-0.77],0.026,*,Cholesteryl Esters to Total-Lipids in IDL percentage
