Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-PL%,1.20 [1.11-1.28],0.155,,Phospholipids to Total-Lipids in Small HDL percentage
S-VLDL-TG%,1.19 [1.11-1.28],0.803,,Triglycerides to Total-Lipids in Small VLDL percentage
M-LDL-TG%,1.15 [1.08-1.23],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
HDL-FC,1.03 [0.95-1.13],1.000,,Free Cholesterol in HDL
Albumin,1.03 [0.96-1.11],1.000,,Albumin
M-LDL-FC%,0.89 [0.83-0.94],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-C%,0.86 [0.80-0.92],0.821,,Cholesterol to Total-Lipids in Small HDL percentage
S-VLDL-FC%,0.86 [0.80-0.91],0.552,,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-C%,0.86 [0.80-0.91],0.365,,Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-PL%,0.85 [0.79-0.91],0.756,,Phospholipids to Total-Lipids in Small VLDL percentage
