Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,1.04 [0.98-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Ile,1.03 [0.98-1.09],1.000,,Isoleucine
Leu,1.02 [0.97-1.08],1.000,,Leucine
Total-BCAA,1.02 [0.97-1.08],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Phe,1.00 [0.95-1.06],1.000,,Phenylalanine
Total-FA,1.00 [0.95-1.05],1.000,,Total-Fatty Acids
SFA,0.98 [0.93-1.04],1.000,,Saturated Fatty Acids
M-LDL-PL%,0.97 [0.92-1.03],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Albumin,0.96 [0.91-1.02],1.000,,Albumin
HDL-FC,0.95 [0.89-1.02],1.000,,Free Cholesterol in HDL
