Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB/ApoA1,1.15 [0.99-1.34],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,1.08 [0.93-1.26],1.000,,Apolipoprotein B
M-LDL-TG%,1.06 [0.91-1.22],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Clinical LDL-C,1.04 [0.89-1.20],1.000,,Clinical LDL Cholesterol
Val,1.01 [0.86-1.18],1.000,,Valine
Omega-6%,0.98 [0.86-1.13],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PUFA%,0.96 [0.84-1.10],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
DHA,0.95 [0.81-1.12],1.000,,Docosahexaenoic Acid
Omega-3%,0.93 [0.80-1.08],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,0.91 [0.79-1.04],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
