Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.21 [0.99-1.47],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.15 [0.96-1.38],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-TG%,1.15 [0.94-1.40],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
Gln,1.10 [0.92-1.33],1.000,,Glutamine
Ala,1.09 [0.91-1.30],1.000,,Alanine
VLDL-C,0.94 [0.78-1.13],1.000,,VLDL Cholesterol
M-LDL-FC%,0.92 [0.77-1.09],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-CE,0.90 [0.72-1.12],1.000,,Cholesteryl Esters in HDL
Total-C,0.84 [0.70-1.00],1.000,,Total-Cholesterol
LDL-CE,0.83 [0.69-0.99],1.000,,Cholesteryl Esters in LDL
