Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,1.05 [0.97-1.15],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6%,1.03 [0.95-1.12],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
LA%,1.02 [0.94-1.11],1.000,,Linoleic Acid to Total-Fatty Acids percentage
PUFA/MUFA,1.02 [0.93-1.11],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
DHA%,1.00 [0.93-1.09],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
DHA,1.00 [0.92-1.09],1.000,,Docosahexaenoic Acid
Omega-3%,1.00 [0.92-1.08],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
MUFA,0.99 [0.92-1.08],1.000,,Monounsaturated Fatty Acids
SFA%,0.97 [0.89-1.05],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,0.92 [0.84-1.00],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
