Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-CE,1.14 [1.07-1.22],1.000,,Cholesteryl Esters in HDL
DHA%,1.04 [0.98-1.11],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
PUFA/MUFA,1.04 [0.97-1.12],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-FC%,1.03 [0.96-1.10],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-3%,1.02 [0.95-1.08],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-VLDL-C%,0.98 [0.92-1.05],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
Clinical LDL-C,0.91 [0.85-0.96],1.000,,Clinical LDL Cholesterol
ApoB,0.89 [0.83-0.94],1.000,,Apolipoprotein B
ApoB/ApoA1,0.85 [0.79-0.90],0.078,,Apolipoprotein B to Apolipoprotein A1 ratio
Val,0.84 [0.79-0.90],0.140,,Valine
