Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.34 [1.30-1.38],2.259e-95,***,Glycoprotein Acetyls
MUFA%,1.34 [1.30-1.38],5.887e-87,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-TG%,1.30 [1.27-1.33],3.225e-86,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.27 [1.24-1.31],3.860e-74,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.27 [1.24-1.30],1.166e-68,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.23 [1.20-1.26],4.823e-45,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,1.22 [1.19-1.26],2.257e-46,***,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-TG%,1.21 [1.18-1.24],2.156e-42,***,Triglycerides to Total-Lipids in Small LDL percentage
XS-VLDL-PL%,1.21 [1.18-1.24],2.305e-38,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XL-VLDL-TG%,1.21 [1.17-1.25],8.345e-26,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-VLDL-TG%,1.21 [1.17-1.24],5.773e-35,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,1.20 [1.17-1.23],1.908e-31,***,Triglycerides to Total-Lipids in Medium VLDL percentage
M-HDL-PL%,1.20 [1.16-1.23],1.627e-33,***,Phospholipids to Total-Lipids in Medium HDL percentage
Omega-6/Omega-3,1.19 [1.16-1.22],2.298e-31,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-HDL-PL%,1.18 [1.15-1.21],2.601e-28,***,Phospholipids to Total-Lipids in Small HDL percentage
SFA%,1.17 [1.14-1.20],7.330e-27,***,Saturated Fatty Acids to Total-Fatty Acids percentage
Lactate,1.13 [1.10-1.16],2.264e-14,***,Lactate
S-HDL-TG%,1.12 [1.09-1.15],2.934e-10,***,Triglycerides to Total-Lipids in Small HDL percentage
MUFA,1.11 [1.08-1.14],2.747e-08,***,Monounsaturated Fatty Acids
L-VLDL-PL%,1.10 [1.07-1.14],1.519e-04,***,Phospholipids to Total-Lipids in Large VLDL percentage
IDL-PL%,1.10 [1.08-1.13],2.980e-08,***,Phospholipids to Total-Lipids in IDL percentage
M-HDL-TG%,1.10 [1.07-1.13],2.631e-05,***,Triglycerides to Total-Lipids in Medium HDL percentage
S-HDL-TG,1.09 [1.07-1.12],7.235e-06,***,Triglycerides in Small HDL
TG/PG,1.09 [1.06-1.12],2.071e-04,***,Triglycerides to Phosphoglycerides ratio
M-HDL-TG,1.09 [1.06-1.12],4.428e-06,***,Triglycerides in Medium HDL
S-LDL-PL%,1.09 [1.06-1.12],3.119e-04,***,Phospholipids to Total-Lipids in Small LDL percentage
IDL-TG,1.08 [1.06-1.11],2.423e-04,***,Triglycerides in IDL
XL-HDL-TG%,1.08 [1.05-1.11],0.006,**,Triglycerides to Total-Lipids in Very Large HDL percentage
HDL-TG,1.08 [1.05-1.11],5.574e-04,***,Triglycerides in HDL
XS-VLDL-TG,1.08 [1.05-1.11],5.846e-04,***,Triglycerides in Very Small VLDL
L-LDL-TG,1.08 [1.05-1.11],0.001,**,Triglycerides in Large LDL
L-HDL-TG%,1.08 [1.05-1.11],0.040,*,Triglycerides to Total-Lipids in Large HDL percentage
XXL-VLDL-TG,1.07 [1.05-1.10],0.014,*,Triglycerides in Chylomicrons and Extremely Large VLDL
LDL-TG,1.07 [1.05-1.10],0.013,*,Triglycerides in LDL
XXL-VLDL-PL,1.07 [1.04-1.10],0.035,*,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-P,1.07 [1.04-1.10],0.042,*,Concentration of Chylomicrons and Extremely Large VLDL Particles
XS-VLDL-FC,0.93 [0.90-0.95],0.020,*,Free Cholesterol in Very Small VLDL
Leu,0.93 [0.90-0.95],0.038,*,Leucine
Cholines,0.92 [0.90-0.95],0.010,*,Total-Cholines
Total-PL,0.92 [0.90-0.95],0.002,**,Total-Phospholipids in Lipoprotein Particles
Sc-ala,0.92 [0.90-0.95],5.994e-04,***,Spectrometer-corrected alanine
Ala,0.92 [0.89-0.94],4.312e-04,***,Alanine
SM,0.92 [0.89-0.94],6.656e-04,***,Sphingomyelins
S-LDL-CE%,0.92 [0.89-0.94],5.140e-05,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-VLDL-L,0.91 [0.89-0.94],3.745e-06,***,Total-Lipids in Medium VLDL
Total-BCAA,0.91 [0.89-0.94],6.672e-05,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XL-HDL-P,0.91 [0.88-0.94],0.009,**,Concentration of Very Large HDL Particles
XL-HDL-C%,0.91 [0.89-0.94],7.822e-06,***,Cholesterol to Total-Lipids in Very Large HDL percentage
S-VLDL-CE,0.91 [0.89-0.93],1.179e-06,***,Cholesteryl Esters in Small VLDL
VLDL-C,0.91 [0.88-0.93],1.454e-07,***,VLDL Cholesterol
His,0.91 [0.88-0.93],2.296e-07,***,Histidine
S-VLDL-PL,0.91 [0.88-0.93],1.459e-07,***,Phospholipids in Small VLDL
Total-L,0.91 [0.88-0.93],4.499e-08,***,Total-Lipids in Lipoprotein Particles
XL-HDL-C,0.90 [0.87-0.93],9.184e-05,***,Cholesterol in Very Large HDL
