Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
Glu-lactate,1.42 [1.25-1.62],0.052,,Glucose-lactate
XS-VLDL-PL%,1.41 [1.22-1.63],0.737,,Phospholipids to Total-Lipids in Very Small VLDL percentage
VLDL-C,1.04 [0.90-1.19],1.000,,VLDL Cholesterol
Omega-6/Omega-3,1.02 [0.88-1.18],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
VLDL-CE,1.00 [0.87-1.16],1.000,,Cholesteryl Esters in VLDL
Remnant-C,0.92 [0.80-1.07],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.90 [0.79-1.04],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.85 [0.74-0.98],1.000,,Total-Cholesterol
M-LDL-FC%,0.79 [0.69-0.90],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
IDL-CE%,0.73 [0.64-0.83],0.347,,Cholesteryl Esters to Total-Lipids in IDL percentage
