Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.50 [1.30-1.72],0.003,**,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.47 [1.28-1.69],0.019,*,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.45 [1.27-1.66],0.014,*,Triglycerides to Total-Lipids in Medium LDL percentage
SFA,1.09 [0.95-1.26],1.000,,Saturated Fatty Acids
Omega-3,1.00 [0.86-1.16],1.000,,Omega-3 Fatty Acids
S-LDL-C%,0.73 [0.64-0.83],0.410,,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-FC%,0.73 [0.64-0.83],0.637,,Free Cholesterol to Total-Lipids in Large LDL percentage
IDL-CE%,0.72 [0.63-0.81],0.078,,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-C%,0.72 [0.63-0.81],0.124,,Cholesterol to Total-Lipids in Large LDL percentage
IDL-C%,0.70 [0.62-0.79],0.002,**,Cholesterol to Total-Lipids in IDL percentage
