Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.16 [1.10-1.22],0.001,**,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.14 [1.08-1.19],0.034,*,Phospholipids to Total-Lipids in IDL percentage
L-LDL-TG%,1.14 [1.08-1.19],0.078,,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.13 [1.08-1.19],0.141,,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.13 [1.08-1.19],0.100,,Triglycerides to Total-Lipids in Medium LDL percentage
Total-CE,0.93 [0.88-0.97],1.000,,Total-Esterified Cholesterol
M-LDL-C%,0.90 [0.86-0.94],0.925,,Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-C%,0.89 [0.85-0.94],0.797,,Cholesterol to Total-Lipids in Large LDL percentage
IDL-C%,0.88 [0.84-0.92],0.003,**,Cholesterol to Total-Lipids in IDL percentage
IDL-CE%,0.87 [0.83-0.92],0.003,**,Cholesteryl Esters to Total-Lipids in IDL percentage
