Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.27 [1.13-1.42],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-VLDL-CE%,1.07 [0.94-1.22],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-VLDL-C%,1.05 [0.93-1.20],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
M-HDL-PL%,1.02 [0.90-1.16],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-PL%,1.02 [0.88-1.17],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
HDL-C,0.98 [0.85-1.13],1.000,,HDL Cholesterol
Non-HDL-C,0.80 [0.71-0.90],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.78 [0.69-0.88],1.000,,LDL Cholesterol
Clinical LDL-C,0.78 [0.69-0.87],1.000,,Clinical LDL Cholesterol
S-HDL-CE,0.74 [0.65-0.83],0.379,,Cholesteryl Esters in Small HDL
