Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.25 [1.08-1.46],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.23 [1.04-1.44],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-TG%,1.20 [1.01-1.42],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
VLDL-C,1.03 [0.88-1.21],1.000,,VLDL Cholesterol
ApoB/ApoA1,1.01 [0.86-1.19],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
LDL-CE,0.93 [0.79-1.09],1.000,,Cholesteryl Esters in LDL
Total-CE,0.92 [0.78-1.08],1.000,,Total-Esterified Cholesterol
HDL-CE,0.88 [0.73-1.06],1.000,,Cholesteryl Esters in HDL
PUFA/MUFA,0.79 [0.67-0.94],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Albumin,0.70 [0.61-0.81],0.430,,Albumin
